"date","CRUZADOS CI ","AZUL CI ","COLO/B CI ","IPSA ","SPX "
2019-08-06,172.195,677.5,239.91,4777.87,2881.77
2019-08-07,172.195,677.5,239.91,4811.07,2883.98
2019-08-08,172.195,677.5,239.91,4910.08,2938.09
2019-08-09,160.114,670,239.91,4913.1,2918.65
2019-08-12,160.114,677.5,239.91,4827.54,2883.75
2019-08-13,160.114,677.5,239.91,4845.6,2926.32
2019-08-14,160.114,677.5,239.91,4781.03,2840.6
2019-08-16,160.114,676.99,239.91,4798.52,2888.68
2019-08-19,160.114,676.9,239.91,4787.01,2923.65
2019-08-20,160.114,676.7,239.91,4777.04,2900.51
2019-08-21,159.143,676.7,239.91,4784.5,2924.43
2019-08-22,159.143,680,239.91,4738.97,2922.95
2019-08-23,159.143,680,239.91,4648.62,2847.11
2019-08-26,159.143,680,239.91,4616.64,2878.38
2019-08-27,159.143,680,239.91,4604.96,2869.16
2019-08-28,159.143,680,239.91,4609.64,2887.94
2019-08-29,159.143,680,239.91,4692.2,2924.58
2019-08-30,159.143,680,239.91,4804.37,2926.46
2019-09-02,159.143,679.99,239.91,4772.2,NA
2019-09-03,159.143,679.99,239.91,4713.35,2906.27
2019-09-04,159.143,679.99,239.91,4757.44,2937.78
2019-09-05,159.143,679.99,239.91,4817.83,2976
2019-09-06,159.143,679.99,239.91,4823.58,2978.71
2019-09-09,159.143,679.99,239.91,4860.63,2978.43
2019-09-10,159.143,679.99,239.91,4880.27,2979.39
2019-09-11,159.143,679.99,239.91,4957,3000.93
2019-09-12,159.143,679.99,239.91,4974.8,3009.57
2019-09-13,159.143,679.99,239.91,5004.44,3007.39
2019-09-16,159.143,679.99,239.91,5069.68,2997.96
2019-09-17,159.143,679.99,239.91,5072.93,3005.7
2019-09-23,159.143,679.99,239.91,5025.21,2991.78
2019-09-24,159.143,679.99,239.91,5000.64,2966.6
2019-09-25,159.143,679.99,239.91,5006.24,2984.87
2019-09-26,159.143,679.99,239.91,5026.19,2977.62
2019-09-27,159.143,610,239.91,5099.64,2961.79
2019-09-30,159.143,610,239.91,5059.04,2976.74
2019-10-01,159.143,598,239.91,5042.61,2940.25
2019-10-02,159.143,598,239.91,5021.67,2887.61
2019-10-03,159.143,598,212.97,5000.77,2910.63
2019-10-04,159.143,595,212.97,5040.2,2952.01
2019-10-07,159.143,595,195,5050.96,2938.79
2019-10-08,159.143,595,196,5041.2,2893.06
2019-10-09,159.143,595,196,5032.56,2919.4
2019-10-10,159.143,594.99,196,5056.11,2938.13
2019-10-11,159.143,594,196,5136.6,2970.27
2019-10-14,159.143,594,195,5131.57,2966.15
2019-10-15,159.143,594,194.99,5157.5,2995.68
2019-10-16,159.143,594,194.99,5150.11,2989.69
2019-10-17,159.143,594,194,5172.31,2997.95
2019-10-18,159.143,594,193.99,5192.39,2986.2
2019-10-21,159.143,594,193.99,4953.2,3006.72
2019-10-22,159.143,594,193.99,4992.77,2995.99
2019-10-23,159.143,594,193.99,4910.54,3004.52
2019-10-24,159.143,594,193.99,5014.96,3010.29
2019-10-25,159.143,594,193.99,4943.85,3022.55
2019-10-28,159.143,594,193.99,4962.35,3039.42
2019-10-29,159.143,594,193.99,4880.87,3036.89
2019-10-30,159.143,594,193.99,4744.13,3046.77
2019-11-04,159.143,594,193.99,4801.56,3078.27
2019-11-05,159.143,594,193.99,4730.12,3074.62
2019-11-06,159.143,594,193.99,4599.38,3076.78
2019-11-07,159.143,594,193.99,4672.77,3085.18
2019-11-08,159.143,594,193.99,4690.88,3093.08
2019-11-11,159.143,594,193.99,4619.59,3087.01
2019-11-12,159.143,594,193.99,4544.2,3091.84
2019-11-13,159.143,594,193.99,4412.25,3094.04
2019-11-14,159.143,594,193.99,4498.52,3096.63
2019-11-15,159.143,594,193.99,4861.44,3120.46
2019-11-18,159.143,594,193.99,4814.17,3122.03
2019-11-19,159.143,594,193.99,4791.88,3120.18
2019-11-20,159.143,594,193.99,4786.12,3108.46
2019-11-21,159.143,594,193.99,4744.3,3103.54
2019-11-22,159.143,594,193.99,4729.9,3110.29
2019-11-25,159.143,594,193.99,4651.65,3133.64
2019-11-26,159.143,594,193.99,4563,3140.52
2019-11-27,159.143,594,193.99,4596.44,3153.63
2019-11-28,159.143,594,193.99,4518.68,NA
2019-11-29,159.143,594,193.99,4538.8,3140.98
2019-12-02,159.143,594,193.99,4501.58,3113.87
2019-12-03,159.143,594,193.99,4492.92,3093.2
2019-12-04,159.143,594,193.99,4644.98,3112.76
2019-12-05,159.143,594,193.99,4735.1,3117.43
2019-12-06,159.143,594,193.99,4723.8,3145.91
2019-12-09,159.143,594,193.99,4748.2,3135.96
2019-12-10,159.143,594,193.99,4759.73,3132.52
2019-12-11,159.143,594,193.99,4784.73,3141.63
2019-12-12,159.143,594,177.98,4815.27,3168.57
2019-12-13,159.143,594,177.98,4884.92,3168.8
2019-12-16,159.143,594,177.98,4876.31,3191.45
2019-12-17,159.143,594,177.98,4814.68,3192.52
2019-12-18,159.143,594,177.98,4739,3191.14
2019-12-19,159.143,594,177.98,4752.91,3205.37
2019-12-20,159.143,594,177.98,4735.95,3221.22
2019-12-23,159.143,594,177.98,4726.1,3224.01
2019-12-24,159.143,594,177.98,4714.65,3223.38
2019-12-26,159.143,594,177.98,4673.77,3239.91
2019-12-27,159.143,594,177.98,4669.06,3240.02
2019-12-30,159.143,594,177.98,4669.85,3221.29
2020-01-02,159.143,594,177.98,4804.59,3257.85
2020-01-03,159.143,594,177.98,4839.7,3234.85
2020-01-06,159.143,594,177.98,4884.39,3246.28
2020-01-07,159.143,594,177.98,4913.36,3237.18
2020-01-08,159.143,594,177.98,4909.76,3253.05
2020-01-09,159.143,594,177.98,4898.43,3274.7
2020-01-10,159.143,594,177.98,4996.19,3265.35
2020-01-13,159.143,594,177.98,4958.79,3288.13
2020-01-14,159.143,594,177.98,4922.18,3283.15
2020-01-15,159.143,594,177.98,4883.68,3289.29
2020-01-16,159.143,594,177.98,4893.52,3316.81
2020-01-17,159.143,594,177.98,4881.32,3329.62
2020-01-20,159.143,594,177.98,4816.01,NA
2020-01-21,159.143,594,177.98,4693.92,3320.79
2020-01-22,159.143,594,177.98,4670.02,3321.75
2020-01-23,159.143,594,177.98,4652.01,3325.54
2020-01-24,159.143,594,177.98,4640.86,3295.47
2020-01-27,159.143,594,177.98,4561.6,3243.63
2020-01-28,159.143,594,177.98,4570.42,3276.24
2020-01-29,159.143,594,177.98,4573.85,3273.4
2020-01-30,159.143,594,177.98,4550.91,3283.66
2020-01-31,159.143,594,177.98,4572.06,3225.52
2020-02-03,159.143,594,177.98,4579.45,3248.92
2020-02-04,159.143,594,177.98,4669.25,3297.59
2020-02-05,159.143,594,177.98,4675.28,3334.69
2020-02-06,159.143,594,177.98,4699.52,3345.78
2020-02-07,159.143,594,177.98,4686.83,3327.71
2020-02-10,159.143,594,177.98,4627.63,3352.09
2020-02-11,159.143,594,177.98,4660.27,3357.75
2020-02-12,159.143,594,177.98,4667.9,3379.45
2020-02-13,159.143,594,177.98,4659.81,3373.94
2020-02-14,159.143,594,177.98,4655.86,3380.16
2020-02-17,159.143,594,177.98,4631.33,NA
2020-02-18,159.143,594,177.98,4543.62,3370.29
2020-02-19,159.143,594,177.98,4519.19,3386.15
2020-02-20,159.143,594,177.98,4536.05,3373.23
2020-02-21,159.143,594,177.98,4532.62,3337.75
2020-02-24,159.143,594,177.98,4430.63,3225.89
2020-02-25,159.143,594,177.98,4361.41,3128.21
2020-02-26,159.143,594,177.98,4297.7,3116.39
2020-02-27,159.143,594,177.98,4263.24,2978.76
2020-02-28,159.143,594,177.98,4122.63,2954.22
2020-03-02,159.143,594,177.98,4283.63,3090.23
2020-03-03,159.143,594,177.98,4289.4,3003.37
2020-03-04,159.143,594,177.98,4366.36,3130.12
2020-03-05,159.143,594,177.98,4324.09,3023.94
2020-03-06,159.143,594,177.98,4229.46,2972.37
2020-03-09,159.143,594,177.98,4035.54,2746.56
2020-03-10,159.143,594,177.98,4070.29,2882.23
2020-03-11,159.143,594,177.98,3979.67,2741.38
2020-03-12,159.143,594,177.98,3727.6,2480.64
2020-03-13,159.143,594,177.98,3763.57,2711.02
2020-03-16,159.143,594,177.98,3232.36,2386.13
2020-03-17,159.143,594,177.98,3271.4,2529.19
2020-03-18,159.143,594,177.98,2876.03,2398.1
2020-03-19,159.143,594,177.98,3081.43,2409.39
2020-03-20,159.143,594,177.98,3077.18,2304.92
2020-03-23,159.143,594,177.98,2897.83,2237.4
2020-03-24,159.143,594,177.98,2894.74,2447.33
2020-03-25,159.143,594,177.98,3123.13,2475.56
2020-03-26,159.143,594,177.98,3214.57,2630.07
2020-03-27,159.143,594,177.98,3228.37,2541.47
2020-03-30,159.143,594,177.98,3316.27,2626.65
2020-03-31,159.143,594,177.98,3487.49,2584.59
2020-04-01,159.143,594,177.98,3421.39,2470.5
2020-04-02,159.143,594,177.98,3559.25,2526.9
2020-04-03,159.143,594,177.98,3674.43,2488.65
2020-04-06,159.143,594,177.98,3748.47,2663.68
2020-04-07,159.143,594,177.98,3711.66,2659.41
2020-04-08,159.143,594,177.98,3759.76,2749.98
2020-04-09,159.143,594,177.98,3822.18,2789.82
2020-04-13,159.143,594,177.98,3859.16,2761.63
2020-04-14,159.143,594,177.98,3919.91,2846.06
2020-04-15,159.143,594,177.98,3854.71,2783.36
2020-04-16,159.143,594,177.98,3802.47,2799.55
2020-04-17,159.143,594,177.98,3819.61,2874.56
2020-04-20,159.143,594,177.98,3748.31,2823.16
2020-04-21,159.143,594,177.98,3652.87,2736.56
2020-04-22,130.168,594,177.98,3678.5,2799.31
2020-04-23,130.168,594,177.98,3748.49,2797.8
2020-04-24,130.168,594,177.98,3679.67,2836.74
2020-04-27,130.168,594,177.98,3810.89,2878.48
2020-04-28,130.168,594,177.98,3900.92,2863.39
2020-04-29,130.168,594,177.98,4014.7,2939.51
2020-04-30,130.168,594,177.98,3977.56,2912.43
2020-05-04,130.168,594,177.98,3853.27,2842.74
2020-05-05,130.168,594,177.98,3922.4,2868.44
2020-05-06,130.168,594,177.98,3964.94,2848.42
2020-05-07,130.168,594,177.98,3999.54,2881.19
2020-05-08,130.168,594,177.98,3818.24,2929.8
2020-05-11,130.168,594,177.98,3811.75,2930.32
2020-05-12,130.168,594,177.98,3734.75,2870.12
2020-05-13,130.168,594,177.98,3604.91,2820
2020-05-14,130.168,594,177.98,3641.64,2852.5
2020-05-15,130.168,594,177.98,3622.15,2863.7
2020-05-18,130.168,594,177.98,3763.21,2953.91
2020-05-19,130.168,594,177.98,3729.97,2922.94
2020-05-20,130.168,594,177.98,3755.08,2971.61
2020-05-22,130.168,594,177.98,3723.57,2955.45
2020-05-25,130.168,594,177.98,3751.39,NA
2020-05-26,130.168,594,177.98,3733.78,2991.77
2020-05-27,130.168,594,177.98,3769.32,3036.13
2020-05-28,130.168,594,177.98,3658.11,3029.73
2020-05-29,130.168,594,177.98,3647.6,3044.31
2020-06-01,130.168,594,177.98,3685.72,3055.73
2020-06-02,130.168,594,177.98,3750.37,3080.82
2020-06-03,130.168,594,177.98,3833.47,3122.87
2020-06-04,130.168,594,177.98,3885.41,3112.35
2020-06-05,130.168,594,177.98,4033.42,3193.93
2020-06-08,130.168,594,177.98,4139.9,3232.39
2020-06-09,130.168,594,177.98,4126.17,3207.18
2020-06-10,130.168,594,177.98,4063.89,3190.14
2020-06-11,130.168,594,177.98,3944.23,3002.1
2020-06-12,130.168,594,177.98,3981.84,3041.31
2020-06-15,130.168,594,177.98,3893.13,3066.59
2020-06-16,130.168,594,177.98,3939.79,3124.74
2020-06-17,130.168,594,177.98,3996.6,3113.49
2020-06-18,130.168,594,177.98,3990.77,3115.34
2020-06-19,130.168,594,177.98,4026.79,3097.74
2020-06-22,130.168,594,177.98,3998.52,3117.86
2020-06-23,130.168,594,177.98,4031.73,3131.29
2020-06-24,130.168,594,177.98,4036.23,3050.33
2020-06-25,130.168,594,177.98,4038.32,3083.76
2020-06-26,129.935,594,177.98,3990.95,3009.05
2020-06-30,129.935,594,177.98,3959.02,3100.29
2020-07-01,129.935,594,177.98,4037.07,3115.86
2020-07-02,129.935,594,177.98,4177.89,3130.01
2020-07-03,129.935,594,177.98,4202.17,NA
2020-07-06,129.935,594,177.98,4284.42,3179.72
2020-07-07,129.935,594,177.98,4257.67,3145.32
2020-07-08,129.935,594,177.98,4185.91,3169.94
2020-07-09,129.935,594,177.98,4032.15,3152.05
2020-07-10,129.935,594,177.98,4029.4,3185.04
2020-07-13,129.935,594,177.98,4115.28,3155.22
2020-07-14,129.935,594,177.98,4180.91,3197.52
2020-07-15,129.935,594,177.98,4041.62,3226.56
2020-07-17,129.935,594,177.98,3994.73,3224.73
2020-07-20,129.935,594,177.98,3924.61,3251.84
2020-07-21,129.935,594,177.98,3887.28,3257.3
2020-07-22,129.935,594,177.98,3944.82,3276.02
2020-07-23,129.935,594,177.98,3984.28,3235.66
2020-07-24,129.935,594,177.98,4014.88,3215.63
2020-07-27,129.935,594,177.98,4062.65,3239.41
2020-07-28,129.935,594,177.98,4055.59,3218.44
2020-07-29,129.935,594,177.98,3983.25,3258.44
2020-07-30,129.935,594,177.98,3953.3,3246.22
2020-07-31,129.935,594,177.98,4017.08,3271.12
2020-08-03,129.935,594,177.98,3946.52,3294.61
2020-08-04,129.935,594,177.98,3926.25,3306.51
2020-08-05,129.935,594,177.98,3932.35,3327.77
2020-08-06,129.935,594,177.98,3968.74,3349.16
2020-08-07,129.935,594,177.98,3988.9,3351.28
2020-08-10,129.935,594,177.98,3984.09,3360.47
2020-08-11,129.935,594,177.98,4000.25,3333.69
2020-08-12,129.935,594,177.98,4036.54,3380.35
2020-08-13,129.935,594,177.98,4004.99,3373.43
2020-08-14,129.935,594,177.98,4017.11,3372.85
2020-08-17,129.935,594,177.98,4041.02,3381.99
2020-08-18,129.935,594,177.98,4023.76,3389.78
2020-08-19,129.935,594,177.98,3998.8,3374.85
2020-08-20,129.935,594,177.98,3977.97,3385.51
2020-08-21,129.935,594,177.98,3994.71,3397.16
2020-08-24,129.935,594,177.98,3962.37,3431.28
2020-08-25,129.935,594,177.98,3897.73,3443.62
2020-08-26,129.935,594,177.98,3861.65,3478.73
2020-08-27,129.935,594,177.98,3887.8,3484.55
2020-08-28,129.935,594,177.98,3873.78,3508.01
2020-08-31,129.935,594,177.98,3767.15,3500.31
2020-09-01,129.935,594,177.98,3752.95,3526.65
2020-09-02,129.935,594,177.98,3814.95,3580.84
2020-09-03,129.935,594,177.98,3845.87,3455.06
2020-09-04,129.935,594,177.98,3810.61,3426.96
2020-09-07,129.935,594,177.98,3854.21,NA
2020-09-08,129.935,594,177.98,3826.07,3331.84
2020-09-09,129.935,594,177.98,3771.72,3398.96
2020-09-10,129.935,590,177.98,3687.17,3339.19
2020-09-11,129.935,590,177.98,3712.67,3340.97
2020-09-14,129.935,590,177.98,3709.84,3383.54
2020-09-15,129.935,590,177.98,3721.71,3401.2
2020-09-16,129.935,590,177.98,3717.06,3385.49
2020-09-17,129.935,590,177.98,3729.64,3357.01
2020-09-21,129.935,590,177.98,3643.86,3281.06
2020-09-22,129.935,590,177.98,3634.63,3315.57
2020-09-23,129.935,590,177.98,3520.46,3236.92
2020-09-24,129.935,590,177.98,3571.42,3246.59
2020-09-25,129.935,590,177.98,3589.04,3298.46
2020-09-28,129.935,590,177.98,3595.39,3351.6
2020-09-29,129.935,590,177.98,3555.32,3335.47
2020-09-30,129.935,590,177.98,3637.3,3363
2020-10-01,129.935,590,177.98,3635.47,3380.8
2020-10-02,129.935,590,177.98,3666.03,3348.44
2020-10-05,129.935,590,177.98,3675.83,3408.63
2020-10-06,129.935,590,177.98,3621.71,3360.95
2020-10-07,129.935,590,177.98,3588.35,3419.45
2020-10-08,129.935,590,177.98,3650.27,3446.83
2020-10-09,129.935,590,177.98,3677.45,3477.13
2020-10-13,129.935,590,177.98,3654.69,3511.93
2020-10-14,129.935,590,177.98,3664.4,3488.67
2020-10-15,129.935,590,177.98,3661.72,3483.34
2020-10-16,129.935,590,177.98,3640.58,3483.81
2020-10-19,129.935,590,177.98,3631.8,3426.92
2020-10-20,129.935,590,177.98,3672.92,3443.12
2020-10-21,129.935,590,177.98,3782.66,3435.56
2020-10-22,129.935,590,177.98,3811.29,3453.49
2020-10-23,129.935,590,177.98,3807.95,3465.39
2020-10-26,129.935,590,177.98,3705.99,3400.97
2020-10-27,129.935,590,177.98,3697,3390.68
2020-10-28,129.935,590,177.98,3629.48,3271.03
2020-10-29,129.935,590,177.98,3582.64,3310.11
2020-10-30,129.935,590,177.98,3539.92,3269.96
2020-11-02,129.935,590,177.98,3571.13,3310.24
2020-11-03,129.935,590,177.98,3521.45,3369.16
2020-11-04,129.935,590,177.98,3518.05,3443.44
2020-11-05,129.935,590,177.98,3703.94,3510.45
2020-11-06,129.935,590,177.98,3812.38,3509.44
2020-11-09,129.935,590,177.98,3928.48,3550.5
2020-11-10,129.935,590,177.98,3977.45,3545.53
2020-11-11,129.935,590,177.98,3979.34,3572.66
2020-11-12,129.935,590,177.98,3916.5,3537.01
2020-11-13,129.935,590,177.98,4005.35,3585.15
2020-11-16,129.935,590,177.98,4047.42,3626.91
2020-11-17,129.935,590,177.98,4053.5,3609.53
2020-11-18,129.935,590,177.98,4108.79,3567.79
2020-11-19,129.935,590,177.98,4028.3,3581.87
2020-11-20,129.935,590,177.98,4054.53,3557.54
2020-11-23,129.935,590,177.98,4131.26,3577.59
2020-11-24,129.935,590,177.98,4197.27,3635.41
2020-11-25,129.935,590,177.98,4135.16,3629.65
2020-11-26,129.935,590,177.98,4121.96,NA
2020-11-27,129.935,590,177.98,4117.03,3638.35
2020-11-30,129.935,590,177.98,4032.87,3621.63
2020-12-01,129.935,590,177.98,4110.59,3662.45
2020-12-02,129.935,590,176.42,4157.12,3669.01
2020-12-03,129.935,590,176.42,4188.8,3666.72
2020-12-04,129.935,590,176.42,4191.18,3699.12
2020-12-07,129.935,590,176.42,4130.41,3691.96
2020-12-09,129.935,590,176.42,4148.7,3672.82
2020-12-10,129.935,590,176.42,4106.42,3668.1
2020-12-11,129.935,590,176.42,4085.89,3663.46
2020-12-14,129.935,590,176.42,4052.84,3647.49
2020-12-15,129.935,590,176.42,4061.67,3694.62
2020-12-16,129.935,590,176.42,4110.99,3701.17
2020-12-17,129.935,590,176.42,4199.33,3722.48
2020-12-18,129.935,590,176.42,4210.69,3709.41
2020-12-21,129.935,590,176.42,4162.96,3694.92
2020-12-22,129.935,590,176.42,4190.03,3687.26
2020-12-23,129.935,590,176.42,4156.29,3690.01
2020-12-24,129.935,590,176.42,4133.35,3703.06
2020-12-28,129.935,590,176.42,4180.22,3735.36
2020-12-29,129.935,590,176.42,4197.87,3727.04
2020-12-30,129.935,590,176.42,4177.22,3732.04
2021-01-04,129.935,590,176.42,4257.44,3700.65
2021-01-05,129.935,590,176.42,4367.18,3726.86
2021-01-06,128.091,590,176.42,4417.84,3748.14
2021-01-07,128.091,590,176.42,4528.85,3803.79
2021-01-08,128.091,590,176.42,4560.02,3824.68
2021-01-11,128.091,590,176.42,4552.52,3799.61
2021-01-12,128.091,590,176.42,4600.12,3801.19
2021-01-13,128.091,590,176.42,4658.71,3809.84
2021-01-14,128.091,590,176.42,4640.84,3795.54
2021-01-15,128.091,590,176.42,4572.1,3768.25
2021-01-18,128.091,590,176.42,4624.11,NA
2021-01-19,128.091,590,176.42,4669.74,3798.91
2021-01-20,128.091,590,176.42,4637.84,3851.85
2021-01-21,128.091,590,176.42,4579.27,3853.07
2021-01-22,128.091,590,176.42,4481,3841.47
2021-01-25,128.091,590,176.42,4488.93,3855.36
2021-01-26,128.091,590,176.42,4497.74,3849.62
2021-01-27,128.091,590,176.42,4417.99,3750.77
2021-01-28,128.091,590,176.42,4410.8,3787.38
2021-01-29,128.091,590,176.42,4288.65,3714.24
2021-02-01,128.091,590,176.42,4381.01,3773.86
2021-02-02,128.091,590,176.42,4416.95,3826.31
2021-02-03,138.562,590,175,4401.87,3830.17
2021-02-04,138.562,590,175,4412,3871.74
2021-02-05,138.562,590,175,4449.45,3886.83
2021-02-08,138.562,590,175,4487.09,3915.59
2021-02-09,138.562,590,175,4542.72,3911.23
2021-02-10,138.562,590,175,4527.66,3909.88
2021-02-11,138.562,590,175,4548.2,3916.38
2021-02-12,138.562,590,175,4599.09,3934.83
2021-02-15,138.562,590,175,4620.12,NA
2021-02-16,138.562,590,175,4653.07,3932.59
2021-02-17,138.562,590,165.2,4559.2,3931.33
2021-02-18,138.562,590,180,4518.64,3913.97
2021-02-19,138.562,590,181.88,4623.74,3906.71
2021-02-22,138.562,590,181.88,4569.34,3876.5
2021-02-23,138.562,590,181.88,4489.21,3881.37
2021-02-24,138.562,590,181.88,4576.41,3925.43
2021-02-25,138.562,590,181.88,4574.43,3829.34
2021-02-26,138.562,590,181.88,4573.37,3811.15
2021-03-01,138.562,590,178,4637.54,3901.82
2021-03-02,138.562,590,181.88,4720.09,3870.29
2021-03-03,138.562,590,181.88,4787.45,3819.72
2021-03-04,138.562,590,181.88,4700.57,3768.47
2021-03-05,138.562,590,181.88,4713.73,3841.94
2021-03-08,138.562,590,181.88,4712.95,3821.35
2021-03-09,138.562,590,181.88,4838.18,3875.44
2021-03-10,138.562,590,181.88,4888.55,3898.81
2021-03-11,138.562,590,179.99,4881.1,3939.34
2021-03-12,138.562,590,179.99,4893.23,3943.34
2021-03-15,138.562,590,179.99,4913.78,3968.94
2021-03-16,138.562,590,179.99,4905.05,3962.71
2021-03-17,138.562,590,179.99,4909.4,3974.12
2021-03-18,138.562,590,179.99,4878.67,3915.46
2021-03-19,138.562,590,179.99,4854.92,3913.1
2021-03-22,138.562,590,179.99,4831.62,3940.59
2021-03-23,138.562,590,179.99,4802.9,3910.52
2021-03-24,138.562,590,179.99,4842.26,3889.14
2021-03-25,138.562,590,179.99,4767.79,3909.52
2021-03-26,138.562,590,179.99,4854.42,3974.54
2021-03-29,138.562,590,179.99,4916.69,3971.09
2021-03-30,131.973,590,179.99,4928.15,3958.55
2021-03-31,131.973,590,179.99,4898.09,3972.89
2021-04-01,131.973,590,179.99,4885.26,4019.87
2021-04-05,131.973,590,179.97,4871.17,4077.91
2021-04-06,131.973,590,200.2,4860.65,4073.94
2021-04-07,131.973,590,234.95,4859.07,4079.95
2021-04-08,131.973,590,238.28,4910.19,4097.17
2021-04-09,131.973,590,246.33,4958.04,4128.8
2021-04-12,129.818,590,255.04,4950.06,4127.99
2021-04-13,129.818,590,193.94,4901.91,4141.59
2021-04-14,129.818,590,229.39,4927.08,4124.66
2021-04-15,129.818,590,229.39,4942.16,4170.42
2021-04-16,129.818,590,223.09,4988.17,4185.47
2021-04-19,129.818,590,212.86,4970.29,4163.26
2021-04-20,129.818,590,202.78,4975.8,4134.94
2021-04-21,129.818,590,205.53,4932.18,4173.42
2021-04-22,129.818,590,205.02,4843.82,4134.98
2021-04-23,129.818,590,205.02,4839.14,4180.17
2021-04-26,129.818,590,205.02,4864.86,4187.62
2021-04-27,129.818,590,205.02,4748.52,4186.72
2021-04-28,129.818,590,205.02,4586.27,4183.18
2021-04-29,129.818,590,205.02,4542.55,4211.47
2021-04-30,129.818,590,205.02,4472.84,4181.17
2021-05-03,129.818,590,205.02,4589.24,4192.66
2021-05-04,129.818,590,205.02,4648.82,4164.66
2021-05-05,129.818,590,205.02,4704.25,4167.59
2021-05-06,129.818,590,205.02,4630.72,4201.62
2021-05-07,129.818,590,205.02,4618.8,4232.6
2021-05-10,129.818,590,205.02,4594.6,4188.43
2021-05-11,129.818,590,205.02,4540.8,4152.1
2021-05-12,129.818,590,205.02,4485.58,4063.04
2021-05-13,129.818,590,189.33,4443.64,4112.5
2021-05-14,129.818,590,189.33,4574.69,4173.85
2021-05-17,129.818,590,189.33,4147.86,4163.29
2021-05-18,129.818,590,189.33,4143.96,4127.83
2021-05-19,129.818,590,189.33,4030.39,4115.68
2021-05-20,129.818,590,189.33,4079.99,4159.12
2021-05-24,129.818,590,189.33,4115.37,4197.05
2021-05-25,129.818,590,189.33,4091.05,4188.13
2021-05-26,129.818,590,189.33,4119.06,4195.99
2021-05-27,129.818,590,189.33,4160.26,4200.88
2021-05-28,129.818,590,189.33,4258.75,4204.11
2021-05-31,129.818,590,189.33,4356.43,NA
2021-06-01,129.818,590,189.33,4396.1,4202.04
2021-06-02,129.818,590,189.33,4393.97,4208.12
2021-06-03,129.818,590,189.33,4226.9,4192.85
2021-06-04,129.818,590,189.33,4225.89,4229.89
2021-06-07,129.818,590,189.33,4131.38,4226.52
2021-06-08,129.818,590,189.33,4172.34,4227.26
2021-06-09,129.818,590,189.33,4268.36,4219.55
2021-06-10,129.818,590,189.33,4260.22,4239.18
2021-06-11,129.818,590,189.33,4310.64,4247.44
2021-06-14,129.818,590,189.33,4344.92,4255.15
2021-06-15,129.818,590,189.33,4361.62,4246.59
2021-06-16,129.818,590,189.33,4356.51,4223.7
2021-06-17,129.818,590,189.33,4330.27,4221.86
2021-06-18,129.818,590,189.33,4294.39,4166.45
2021-06-22,129.818,590,189.33,4371.93,4246.44
2021-06-23,129.818,590,189.33,4370.24,4241.84
2021-06-24,129.818,590,189.33,4421.23,4266.49
2021-06-25,129.818,590,189.33,4349.51,4280.7
2021-06-29,129.818,590,189.33,4323.69,4291.8
2021-06-30,129.818,590,189.33,4331.33,4297.5
2021-07-01,129.818,590,189.33,4345.51,4319.94
2021-07-02,129.818,590,189.33,4314.81,4352.34
2021-07-05,129.818,590,189.33,4287.54,NA
2021-07-06,129.818,590,189.33,4165.81,4343.54
2021-07-07,129.818,590,189.33,4206.43,4358.13
2021-07-08,129.818,590,189.33,4188.16,4320.82
2021-07-09,129.818,590,189.33,4247.83,4369.55
2021-07-12,129.818,590,189.33,4243.21,4384.63
2021-07-13,129.818,590,189.33,4198.73,4369.21
2021-07-14,129.818,590,189.33,4158.36,4374.3
2021-07-15,129.818,590,189.33,4153.02,4360.03
2021-07-19,129.818,590,189.33,4232.33,4258.49
2021-07-20,129.818,590,189.33,4292.01,4323.06
2021-07-21,129.818,590,189.33,4274.27,4358.69
2021-07-22,129.818,590,189.33,4288.05,4367.48
2021-07-23,129.818,590,189.33,4187.49,4411.79
2021-07-26,129.818,590,189.33,4146.71,4422.3
2021-07-27,129.818,590,189.33,4147.04,4401.46
2021-07-28,129.818,590,189.33,4172.18,4400.64
2021-07-29,129.818,590,189.33,4253.91,4419.15
2021-07-30,129.818,590,189.33,4252.04,4395.26
2021-08-02,129.818,590,189.33,4211.7,4387.16
2021-08-03,129.818,590,189.33,4207.03,4423.15
2021-08-04,129.818,590,189.33,4211.48,4402.66
2021-08-05,129.818,590,189.33,4240.54,4429.1
2021-08-06,129.818,590,189.33,4282.48,4436.52
2021-08-09,129.818,590,189.33,4243.72,4432.35
2021-08-10,129.818,590,189.33,4345.42,4436.75
2021-08-11,129.818,590,189.33,4368,4447.7
2021-08-12,129.818,590,189.33,4374.75,4460.83
2021-08-13,129.818,590,189.33,4401.94,4468
2021-08-16,129.818,590,189.33,4329.42,4479.71
2021-08-17,129.818,590,189.33,4320.58,4448.08
2021-08-18,129.818,590,189.33,4341.59,4400.27
2021-08-19,129.818,590,189.33,4310.51,4405.8
2021-08-20,129.818,590,202,4347.48,4441.67
2021-08-23,129.818,590,220.46,4392.75,4479.53
2021-08-24,129.818,590,226.06,4369.43,4486.23
2021-08-25,129.818,590,240.35,4437.94,4496.19
2021-08-26,129.818,583,251.64,4443.81,4470
2021-08-27,129.818,583,243.77,4459.22,4509.37
2021-08-30,129.78,583,239.87,4506.53,4528.79
2021-08-31,129.78,583,231.09,4491.57,4522.68
2021-09-01,129.78,583,230.05,4450.96,4524.09
2021-09-02,129.78,583,230.05,4437.44,4536.95
