"date","CRUZADOS CI ","AZUL CI ","COLO/B CI ","IPSA ","SPX "
2017-05-26,135.854,950,157,4886.44,2415.82
2017-05-29,135.854,950,160,4890.49,NA
2017-05-30,135.854,950,159,4901.14,2412.91
2017-05-31,135.854,950,155,4855.75,2411.8
2017-06-01,135.854,950,154,4888.56,2430.06
2017-06-02,135.854,950,154,4899.28,2439.07
2017-06-05,135.854,950,150,4897.01,2436.1
2017-06-06,135.854,950,150,4912,2429.33
2017-06-07,135.854,950,152,4890.39,2433.14
2017-06-08,135.854,900,154,4859.67,2433.79
2017-06-09,135.854,900,155,4846.33,2431.77
2017-06-12,135.854,900,155,4850.42,2429.39
2017-06-13,135.854,900,153,4881.96,2440.35
2017-06-14,135.854,900,153,4880.6,2437.92
2017-06-15,135.854,855,153,4849.95,2432.46
2017-06-16,135.854,855,150,4836.23,2433.15
2017-06-19,135.854,855,150,4824.41,2453.46
2017-06-20,135.854,855,154,4795.59,2437.03
2017-06-21,135.854,855,154,4752.46,2435.61
2017-06-22,135.854,855,154,4756.95,2434.5
2017-06-23,135.854,900,155,4766.2,2438.3
2017-06-27,135.854,900,157,4759.7,2419.38
2017-06-28,135.854,900,157,4747.23,2440.69
2017-06-29,135.854,900,164,4730.31,2419.7
2017-06-30,135.854,900,164,4747.24,2423.41
2017-07-03,133.622,900,168,4783.89,2429.01
2017-07-04,133.622,900,168,4836.51,NA
2017-07-05,133.622,880,168,4848.56,2432.54
2017-07-06,133.622,880,168,4832.28,2409.75
2017-07-07,133.622,869,168,4854.98,2425.18
2017-07-10,133.622,869,168,4901.9,2427.43
2017-07-11,133.622,870,168,4894.91,2425.53
2017-07-12,133.622,870,160,4956.95,2443.25
2017-07-13,133.622,870,164,4986.41,2447.83
2017-07-14,133.622,875,164,5000.4,2459.27
2017-07-17,133.622,875,156.1,5046.88,2459.14
2017-07-18,133.622,875,155,5039.72,2460.61
2017-07-19,133.622,875,160,5037.32,2473.83
2017-07-20,133.622,875,160,5035.08,2473.45
2017-07-21,133.622,875,160,5010.02,2472.54
2017-07-24,133.622,875,165,5020.72,2469.91
2017-07-25,133.622,875,165,5033.41,2477.13
2017-07-26,133.622,875,165,5042.09,2477.83
2017-07-27,133.622,875,165,5049.41,2475.42
2017-07-28,133.622,875,165,5076.07,2472.1
2017-07-31,133.622,875,165,5064.63,2470.3
2017-08-01,133.622,875,165,5077.38,2476.35
2017-08-02,133.622,875,160,5097.16,2477.57
2017-08-03,133.622,875,162,5074.86,2472.16
2017-08-04,131.944,910,168,5106.41,2476.83
2017-08-07,131.924,910,168,5140.75,2480.91
2017-08-08,131.924,910,166,5124.23,2474.92
2017-08-09,131.924,940,170,5086.27,2474.02
2017-08-10,129.061,940,170,5057.12,2438.21
2017-08-11,129.061,940,170,5033.33,2441.32
2017-08-14,129.061,940,170,5063.73,2465.84
2017-08-16,129.061,940,170,5110.67,2468.11
2017-08-17,129.061,940,170,5111.05,2430.01
2017-08-18,129.061,940,175.75,5116.27,2425.55
2017-08-21,129.061,940,170,5101.73,2428.37
2017-08-22,129.061,940,170,5114.69,2452.51
2017-08-23,129.061,940,168,5127.93,2444.04
2017-08-24,129.061,940,170,5152.8,2438.97
2017-08-25,129.061,940,170,5176.11,2443.05
2017-08-28,129.061,940,175,5171.12,2444.24
2017-08-29,129.061,940,170,5162.89,2446.3
2017-08-30,129.061,900,170,5156.23,2457.59
2017-08-31,129.061,900,170,5153.15,2471.65
2017-09-01,129.061,900,171,5173.91,2476.55
2017-09-04,129.061,900,171,5147.94,NA
2017-09-05,129.061,900,171,5133.18,2457.85
2017-09-06,129.061,900,170,5080.59,2465.54
2017-09-07,129.061,900,170,5110.55,2465.1
2017-09-08,129.061,900,170,5091.81,2461.43
2017-09-11,129.061,900,168,5152.09,2488.11
2017-09-12,129.061,900,168,5168.92,2496.48
2017-09-13,129.061,900,168,5162.91,2498.37
2017-09-14,116.446,900,170,5160.46,2495.62
2017-09-15,116.446,900,170,5202.05,2500.23
2017-09-20,116.446,900,166,5241.48,2508.24
2017-09-21,116.446,900,166,5288,2500.6
2017-09-22,116.446,900,173,5289.92,2502.22
2017-09-25,116.446,900,173,5261.73,2496.66
2017-09-26,116.446,900,173,5264.11,2496.84
2017-09-27,117.417,900,173,5299.51,2507.04
2017-09-28,117.417,900,173,5309.47,2510.06
2017-09-29,117.417,900,173,5341.93,2519.36
2017-10-02,117.417,900,180,5371.43,2529.12
2017-10-03,116.446,900,180,5420.14,2534.58
2017-10-04,116.446,900,180,5450.49,2537.74
2017-10-05,121.298,900,175,5439.13,2552.07
2017-10-06,121.298,880,170,5485.63,2549.33
2017-10-10,121.298,880,170,5477.32,2550.64
2017-10-11,121.298,880,170,5465.65,2555.24
2017-10-12,121.298,880,170,5435.08,2550.93
2017-10-13,121.298,880,170,5460.47,2553.17
2017-10-16,121.298,880,170,5485.38,2557.64
2017-10-17,121.298,900,170,5483.3,2559.36
2017-10-18,121.298,900,170,5517.97,2561.26
2017-10-19,121.298,905,170,5477.27,2562.1
2017-10-20,121.298,905,170,5523.97,2575.21
2017-10-23,121.298,905,180.99,5560.06,2564.98
2017-10-24,121.298,905,171,5536.29,2569.13
2017-10-25,121.298,905,171,5495.09,2557.15
2017-10-26,122.754,905,179,5516.46,2560.4
2017-10-30,122.754,950,179,5608.67,2572.83
2017-10-31,124.21,950,175,5588.09,2575.26
2017-11-02,124.21,950,175,5512.07,2579.85
2017-11-03,124.21,950,175,5485.89,2587.84
2017-11-06,124.21,950,176,5527.56,2591.13
2017-11-07,124.21,950,176,5490.82,2590.64
2017-11-08,124.21,950,175,5485.65,2594.38
2017-11-09,124.695,950,171,5443.89,2584.62
2017-11-10,124.695,950,175,5394.7,2582.3
2017-11-13,124.695,950,178,5337.01,2584.84
2017-11-14,124.695,950,178,5308.66,2578.87
2017-11-15,124.695,950,178,5273.77,2564.62
2017-11-16,124.695,950,178,5314.53,2585.64
2017-11-17,124.695,950,178,5391.75,2578.85
2017-11-20,123.239,950,175,5076.02,2582.14
2017-11-21,123.239,950,175,5199.04,2599.03
2017-11-22,123.239,950,182,5128.87,2597.08
2017-11-23,123.239,950,182,5034.33,NA
2017-11-24,123.724,950,178,5040.51,2602.42
2017-11-27,123.724,950,185,5032.53,2601.42
2017-11-28,121.784,950,185,5061.2,2627.04
2017-11-29,121.298,950,185,5012.6,2626.07
2017-11-30,121.298,950,185,5003.4,2647.58
2017-12-01,121.298,950,185,5024.42,2642.22
2017-12-04,121.298,950,189.44,5014.47,2639.44
2017-12-05,121.298,950,192,4925.21,2629.57
2017-12-06,121.298,950,190,4888.13,2629.27
2017-12-07,124.996,950,190,4887.16,2636.98
2017-12-11,125.131,950,190,5018.67,2659.99
2017-12-12,125.131,950,190,5039.9,2664.11
2017-12-13,125.131,950,190,5135.19,2662.85
2017-12-14,125.131,904.77,180,5119.3,2652.01
2017-12-15,125.131,865,180.01,5234.64,2675.81
2017-12-18,125.131,865,181.98,5595.65,2690.16
2017-12-19,125.18,824.5,180,5588.09,2681.47
2017-12-20,125.18,820,186.53,5528.71,2679.25
2017-12-21,126.15,820,189,5450.83,2684.57
2017-12-22,126.15,820,189,5537.6,2683.34
2017-12-26,126.15,820,200,5514.74,2680.5
2017-12-27,126.15,820,200,5496.25,2682.62
2017-12-28,126.15,820,200,5550.93,2687.54
2017-12-29,126.15,820,200,5564.6,2673.61
2018-01-02,126.15,820,200,5618.91,2695.81
2018-01-03,126.15,800,200,5616.47,2713.06
2018-01-04,127.121,800,200,5634.98,2723.99
2018-01-05,127.121,780,200,5695.43,2743.15
2018-01-08,127.121,785,200,5705.61,2747.71
2018-01-09,130.993,785,200,5709.8,2751.29
2018-01-10,130.993,820,200,5678.09,2748.23
2018-01-11,130.993,820,200,5717.65,2767.56
2018-01-12,130.993,830,200,5733.35,2786.24
2018-01-15,130.993,830,200,5745.95,NA
2018-01-17,130.993,830,200,5786.15,2802.56
2018-01-18,130.993,830,200,5839.37,2798.03
2018-01-19,130.993,830,200,5856.27,2810.3
2018-01-22,130.993,830,190,5826.82,2832.97
2018-01-23,130.993,830,190,5799.81,2839.13
2018-01-24,130.993,830,189.99,5798.25,2837.54
2018-01-25,130.993,820,189.99,5811.54,2839.25
2018-01-26,131.002,820,185,5855.67,2872.87
2018-01-29,131.002,820,193.99,5880.47,2853.53
2018-01-30,131.002,820,186,5859.61,2822.43
2018-01-31,131.002,820,186.99,5855.38,2823.81
2018-02-01,131.002,800,186,5862.57,2821.98
2018-02-02,130.032,800,188,5825.99,2762.13
2018-02-05,130.032,800,189,5731.47,2648.94
2018-02-06,130.032,800,189,5697.28,2695.14
2018-02-07,130.032,800,185,5750.61,2681.66
2018-02-08,130.032,770,185,5651.58,2581
2018-02-09,130.032,770,185,5549.15,2619.55
2018-02-12,131.002,770,185,5557.07,2656
2018-02-13,131.002,770,185,5500.58,2662.94
2018-02-14,131.002,770,185,5560.38,2698.63
2018-02-15,131.002,770,185,5630.06,2731.2
2018-02-16,131.002,770,185,5621.67,2732.22
2018-02-19,131.002,770,185,5629,NA
2018-02-20,131.002,800,185,5673.43,2716.26
2018-02-21,131.002,800,187,5706.54,2701.33
2018-02-22,131.002,760,180,5726.09,2703.96
2018-02-23,131.002,760,180,5742.54,2747.3
2018-02-26,131.002,760,180,5669.86,2779.6
2018-02-27,130.954,760,190,5642.05,2744.28
2018-02-28,130.954,760,189.6,5602.83,2713.83
2018-03-01,130.954,760,189.6,5527.92,2677.67
2018-03-02,130.954,760,189.6,5545.48,2691.25
2018-03-05,131.002,760,189.6,5538.52,2720.94
2018-03-06,131.002,760,189.6,5548.21,2728.12
2018-03-07,133.622,763,189.6,5549.64,2726.8
2018-03-08,133.622,763,189.6,5576.37,2738.97
2018-03-09,133.622,763,189.6,5637.04,2786.57
2018-03-12,133.622,763,189.6,5653.42,2783.02
2018-03-13,131.002,763,189.6,5631.28,2765.31
2018-03-14,131.002,809,189.6,5618.38,2749.48
2018-03-15,133.622,809,189.6,5587.16,2747.33
2018-03-16,133.622,809,189.6,5596.69,2752.01
2018-03-19,133.622,809,189.6,5576.55,2712.92
2018-03-20,133.428,809,189.6,5542.93,2716.94
2018-03-21,133.428,809,189.6,5535.49,2711.93
2018-03-22,142.55,809,179,5515.99,2643.69
2018-03-23,142.55,809,179,5490.24,2588.26
2018-03-26,142.55,809,179,5446.77,2658.55
2018-03-27,142.55,809,179,5480.31,2612.62
2018-03-28,142.55,809,179,5466.62,2605
2018-03-29,142.55,809,179,5542.22,2640.87
2018-04-02,142.55,809.99,170,5502.6,2581.88
2018-04-03,142.55,809,170.01,5534.4,2614.45
2018-04-04,142.55,809,180,5542.79,2644.69
2018-04-05,142.55,809,180,5607.03,2662.84
2018-04-06,142.55,810.1,180,5583.15,2604.47
2018-04-09,142.55,810.1,180,5594.05,2613.16
2018-04-10,142.55,810.1,194.6,5605.86,2656.87
2018-04-11,131.973,810.1,194.6,5613.81,2642.19
2018-04-12,131.973,810.1,194.6,5630.99,2663.99
2018-04-13,131.973,849,195,5630.9,2656.3
2018-04-16,131.973,849,195,5613.14,2677.84
2018-04-17,131.973,849,195,5633.4,2706.39
2018-04-18,131.973,849,200,5690.79,2708.64
2018-04-19,131.973,849,198,5697.48,2693.13
2018-04-20,131.973,849,198,5689.47,2670.14
2018-04-23,131.973,849,198,5704.7,2670.29
2018-04-24,131.973,849,198,5674.35,2634.56
2018-04-25,131.973,835,198,5665.17,2639.4
2018-04-26,131.973,835,180,5679.65,2666.94
2018-04-27,131.973,835,180,5690.48,2669.91
2018-04-30,131.973,835,180,5710.9,2648.05
2018-05-02,131.973,835,180,5695.02,2635.67
2018-05-03,131.973,801.5,200,5640.1,2629.73
2018-05-04,131.973,801.5,210,5622.24,2663.42
2018-05-07,135.854,801.5,221,5645.84,2672.63
2018-05-08,135.854,801.5,223,5644.82,2671.92
2018-05-09,143.132,801.5,225,5664.2,2697.79
2018-05-10,144.588,801.5,239,5710.45,2723.07
2018-05-11,142.647,801.5,240,5702.85,2727.72
2018-05-14,142.647,801.5,263,5695.82,2730.13
2018-05-15,142.647,801.5,257.99,5710.86,2711.45
2018-05-16,142.647,801.5,258,5727.86,2722.46
2018-05-17,142.647,801.5,240,5689.46,2720.13
2018-05-18,142.647,801.5,240,5667.86,2712.97
2018-05-22,140.706,751,240,5651.1,2724.44
2018-05-23,140.706,760,235.2,5612.59,2733.29
2018-05-24,140.706,760,240,5577.31,2727.76
2018-05-25,142.647,760,255,5576.49,2721.33
2018-05-28,145.558,770.04,319,5570.05,NA
2018-05-29,145.558,770.04,300,5494.51,2689.86
2018-05-30,145.558,770.04,300,5484.9,2724.01
2018-05-31,145.558,795,300,5455.09,2705.27
2018-06-01,145.558,795,260,5471.33,2734.62
2018-06-04,144.491,795,255,5558.5,2746.87
2018-06-05,144.491,795,260,5523.05,2748.8
2018-06-06,144.588,795,260,5497.33,2772.35
2018-06-07,144.588,795,260,5467.87,2770.37
2018-06-08,145.558,795,260,5523.04,2779.03
2018-06-11,144.588,795,260,5521.35,2782
2018-06-12,140.706,795,260,5544.03,2786.85
2018-06-13,140.706,833,260,5534.27,2775.63
2018-06-14,140.706,833,260,5524.69,2782.49
2018-06-15,140.706,833,260,5470.32,2779.66
2018-06-18,140.706,833,260,5447.39,2773.75
2018-06-19,137.989,835,260.04,5435.08,2762.59
2018-06-20,137.989,835,260,5417.53,2767.32
2018-06-21,137.989,835,260,5385.48,2749.76
2018-06-22,137.989,835,270.01,5375.12,2754.88
2018-06-25,137.989,835,280,5285.53,2717.07
2018-06-26,137.989,835,291.07,5292.61,2723.06
2018-06-27,137.989,835,316.2,5276.44,2699.63
2018-06-28,137.989,835,320,5257.68,2716.31
2018-06-29,137.989,835,320,5301.25,2718.37
2018-07-03,137.989,835,320,5255.13,2713.22
2018-07-04,137.989,833,320,5243.81,NA
2018-07-05,135.854,833,320,5266.98,2736.61
2018-07-06,135.854,833,320,5284.64,2759.82
2018-07-09,140.464,833,320,5325.53,2784.17
2018-07-10,140.464,833,320,5323.29,2793.84
2018-07-11,140.464,833,320,5297.49,2774.02
2018-07-12,140.464,833,320,5283.82,2798.29
2018-07-13,140.464,801,290.1,5305.39,2801.31
2018-07-17,140.464,801,314,5351.7,2809.55
2018-07-18,140.464,801,290.01,5377.46,2815.62
2018-07-19,140.464,801,291,5371.21,2804.49
2018-07-20,140.464,801,318,5430.13,2801.83
2018-07-23,140.464,800,300,5407.6,2806.98
2018-07-24,140.464,800,300,5450.19,2820.4
2018-07-25,140.464,800,300,5457.96,2846.07
2018-07-26,140.464,800,290,5442.69,2837.44
2018-07-27,140.464,800,290,5369.51,2818.82
2018-07-30,137.096,800,320,5382.69,2802.6
2018-07-31,137.096,800,295,5434.44,2816.29
2018-08-01,135.854,800,295,5398.37,2813.36
2018-08-02,135.854,770,290,5386.07,2827.22
2018-08-03,135.854,770,290,5405.32,2840.35
2018-08-06,135.854,770,290,5364.54,2850.4
2018-08-07,135.854,780,290,5328.36,2858.45
2018-08-08,135.854,780,315,5319.26,2857.7
2018-08-09,135.854,780,316,5294.29,2853.58
2018-08-10,135.854,780,300,5267.25,2833.28
2018-08-13,135.854,780,300,5227.49,2821.93
2018-08-14,135.854,780,303,5272.05,2839.96
2018-08-16,135.854,780,303,5256.23,2840.69
2018-08-17,135.854,780,303,5242.77,2850.13
2018-08-20,135.844,780,303,5241.43,2857.05
2018-08-21,135.844,780,300,5251.14,2862.96
2018-08-22,135.844,780,300,5274.31,2861.82
2018-08-23,135.844,780,300,5268.95,2856.98
2018-08-24,135.844,780,290,5259.77,2874.69
2018-08-27,135.844,760,290,5281.23,2896.74
2018-08-28,135.844,760,290,5291.19,2897.52
2018-08-29,134.884,760,290,5297.78,2914.04
2018-08-30,134.884,760,290,5244.57,2901.13
2018-08-31,134.884,760,290,5270.44,2901.52
2018-09-03,134.884,760,290,5236.34,NA
2018-09-04,134.884,760,290,5173.03,2896.72
2018-09-05,134.884,760,290,5137.49,2888.6
2018-09-06,134.884,760,290,5169.52,2878.05
2018-09-07,134.884,760,278.84,5218.15,2871.68
2018-09-10,134.884,760,278.84,5203.93,2877.13
2018-09-11,135.854,760,265,5212.36,2887.89
2018-09-12,135.854,760,313.4,5262.42,2888.92
2018-09-13,135.854,760,319,5362.86,2904.18
2018-09-14,135.854,760,319,5354.45,2904.98
2018-09-20,138.765,760,300,5446.18,2930.75
2018-09-21,138.765,760,260,5461.82,2929.67
2018-09-24,138.765,760,271,5385.65,2919.37
2018-09-25,135.854,760,271,5360.58,2915.56
2018-09-26,135.854,760,271,5333.83,2905.97
2018-09-27,135.854,760,271,5323.62,2914
2018-09-28,135.757,760,314,5283.53,2913.98
2018-10-01,135.757,760,290,5298.38,2924.59
2018-10-02,135.757,760,279,5323.49,2923.43
2018-10-03,135.757,760,300,5342.89,2925.51
2018-10-04,135.757,760,302,5326.13,2901.61
2018-10-05,135.757,760,302,5260,2885.57
2018-10-08,135.757,760,305,5327.4,2884.43
2018-10-09,135.757,760,305,5307.93,2880.34
2018-10-10,135.757,760,305,5232.71,2785.68
2018-10-11,135.757,760,305,5168.9,2728.37
2018-10-12,135.757,760,305,5144.98,2767.13
2018-10-16,135.854,760,305,5144.34,2809.92
2018-10-17,145.558,760,305,5141.19,2809.21
2018-10-18,145.558,760,305,5119.06,2768.78
2018-10-19,145.558,760,300,5118.74,2767.78
2018-10-22,145.558,760,300,5122.51,2755.88
2018-10-23,145.558,760,300,5114.17,2740.69
2018-10-24,145.558,760,300,5140.55,2656.1
2018-10-25,145.558,760,300,5141.67,2705.57
2018-10-26,145.558,760,279,5124.1,2658.69
2018-10-29,145.558,760,279,5063.63,2641.25
2018-10-30,145.558,722,279,5016.1,2682.63
2018-10-31,145.558,722,279,5104.33,2711.74
2018-11-05,145.558,722,279,5250.95,2738.31
2018-11-06,140.706,722,279,5221.93,2755.45
2018-11-07,140.706,722,279,5221.33,2813.89
2018-11-08,140.706,722,279,5227.56,2806.83
2018-11-09,140.706,760,279,5180.35,2781.01
2018-11-12,140.706,760,279,5153,2726.22
2018-11-13,140.706,760,279,5129.98,2722.18
2018-11-14,140.706,760,279,5135.81,2701.58
2018-11-15,140.706,760,279,5175.96,2730.2
2018-11-16,140.706,760,279,5190.98,2736.27
2018-11-19,140.706,760,279,5164.27,2690.73
2018-11-20,139.736,700.75,279,5100.35,2641.89
2018-11-21,139.736,700.75,279,5128.45,2649.93
2018-11-22,139.736,700.75,279,5117.15,NA
2018-11-23,139.736,700.75,279,5140.74,2632.56
2018-11-26,139.736,680,279,5133.43,2673.45
2018-11-27,139.736,680,279,5128.14,2682.17
2018-11-28,139.736,680,279,5114.16,2743.79
2018-11-29,139.736,680,279,5156.43,2737.76
2018-11-30,139.736,680,279,5111.88,2760.17
2018-12-03,145.558,680,252,5151.67,2790.37
2018-12-04,143.617,680,249.99,5149.11,2700.06
2018-12-05,143.617,680,240,5141.89,NA
2018-12-06,143.617,680,240,5121.08,2695.95
2018-12-07,143.617,680,229,5094.63,2633.08
2018-12-10,143.617,680,229,5035,2637.72
2018-12-11,143.617,680,229,5071.74,2636.78
2018-12-12,143.617,690,229,5118.56,2651.07
2018-12-13,143.617,680,229,5160,2650.54
2018-12-14,143.617,680,229,5164.25,2599.95
2018-12-17,143.617,680,229,5105.15,2545.94
2018-12-18,143.617,680,229,5116.83,2546.16
2018-12-19,143.617,680,229,5109.92,2506.96
2018-12-20,143.617,680,229,5053.37,2467.42
2018-12-21,143.617,680,229,5063.33,2416.62
2018-12-24,143.617,680,229,5030.73,2351.1
2018-12-26,137.795,680,229,5062.78,2467.7
2018-12-27,137.795,680,229,5070.65,2488.83
2018-12-28,142.647,680,235,5105.43,2485.74
2019-01-02,142.647,680,235,5125.37,2510.03
2019-01-03,142.647,680,235,5129.15,2447.89
2019-01-04,142.647,680,228,5189.2,2531.94
2019-01-07,142.647,680,228,5190.06,2549.69
2019-01-08,142.647,680,228,5224.28,2574.41
2019-01-09,142.647,680,228,5264.51,2584.96
2019-01-10,142.647,680,228,5297.95,2596.64
2019-01-11,142.647,680,228,5352.88,2596.26
2019-01-14,142.647,680,228,5354.16,2582.61
2019-01-15,142.647,680,228,5373.92,2610.3
2019-01-16,142.647,680,249.58,5419.07,2616.1
2019-01-17,142.647,680,249.58,5435.94,2635.96
2019-01-18,142.647,680,249.58,5479.04,2670.71
2019-01-21,142.647,680,249.58,5456.39,NA
2019-01-22,142.647,680,249.58,5401.13,2632.9
2019-01-23,142.647,680,249.58,5402.74,2638.7
2019-01-24,142.647,710,249.58,5414.85,2642.33
2019-01-25,142.647,710,249.58,5441.72,2664.76
2019-01-28,142.647,710,249.58,5445.91,2643.85
2019-01-29,142.647,700,249.58,5415.76,2640
2019-01-30,142.647,700,249.58,5388.34,2681.05
2019-01-31,142.647,724,249.58,5405.61,2704.1
2019-02-01,142.647,730,249.58,5452.97,2706.53
2019-02-04,142.647,735,249.58,5472.93,2724.87
2019-02-05,142.647,735,249.58,5466.54,2737.7
2019-02-06,142.647,735,249.58,5426.51,2731.61
2019-02-07,142.647,735,249.58,5426.94,2706.05
2019-02-08,142.647,735,249.58,5379.09,2707.88
2019-02-11,142.647,735,249.58,5375.07,2709.8
2019-02-12,142.647,760,249.58,5384.88,2744.73
2019-02-13,145.558,769.9,249.58,5386.61,2753.03
2019-02-14,145.558,735,249.58,5376.39,2745.73
2019-02-15,145.558,735,249.58,5399.83,2775.6
2019-02-18,145.558,735,249.58,5370.29,NA
2019-02-19,145.558,735,249.58,5386.31,2779.76
2019-02-20,145.558,735,249.58,5410.5,2784.7
2019-02-21,145.558,735,249.58,5439.12,2774.88
2019-02-22,145.558,735,249.58,5483.93,2792.67
2019-02-25,145.558,735,249.58,5479.69,2796.11
2019-02-26,145.558,735,249.58,5475.54,2793.9
2019-02-27,145.558,735,249.58,5372.59,2792.38
2019-02-28,145.558,685,249.58,5287.54,2784.49
2019-03-01,145.558,672,249.58,5274.66,2803.69
2019-03-04,145.558,672,249.58,5240.89,2792.81
2019-03-05,145.558,672,249.58,5229.9,2789.65
2019-03-06,145.558,715,249.58,5256.08,2771.45
2019-03-07,145.558,720,249.58,5256.82,2748.93
2019-03-08,145.558,720,264.78,5274.96,2743.07
2019-03-11,145.558,700,264.78,5299.33,2783.3
2019-03-12,145.558,700,264.78,5289.44,2791.52
2019-03-13,145.558,700,264.78,5313.49,2810.92
2019-03-14,145.558,700,264.78,5300.79,2808.48
2019-03-15,145.558,700,264.78,5324.12,2822.48
2019-03-18,145.558,700,264.78,5324.4,2832.94
2019-03-19,146.528,730,264.78,5305.72,2832.57
2019-03-20,146.528,690,264.78,5245.09,2824.23
2019-03-21,146.528,692,264.78,5261.33,2854.88
2019-03-22,146.528,730,264.78,5209.98,2800.71
2019-03-25,146.528,730,264.78,5193.52,2798.36
2019-03-26,146.528,730,264.78,5190.89,2818.46
2019-03-27,146.528,730,264.78,5174.14,2805.37
2019-03-28,146.528,730,264.78,5214.02,2815.44
2019-03-29,146.528,730,264.78,5259.41,2834.4
2019-04-01,146.528,730,264.78,5256.67,2867.19
2019-04-02,146.528,720,264.78,5208.56,2867.24
2019-04-03,146.528,720,264.78,5222.96,2873.4
2019-04-04,146.528,700,264.78,5283.7,2879.39
2019-04-05,146.528,700,264.78,5254.94,2892.74
2019-04-08,146.528,705,264.78,5274.72,2895.77
2019-04-09,146.528,705,264.78,5281.78,2878.2
2019-04-10,145.558,705,264.78,5278,2888.21
2019-04-11,145.558,705,264.78,5254.88,2888.32
2019-04-12,147.771,710,264.78,5239.58,2907.41
2019-04-15,147.771,710,264.78,5232.32,2905.58
2019-04-16,155.475,710,264.78,5261,2907.06
2019-04-17,173.398,710,264.78,5275.43,2900.45
2019-04-18,188.876,710,264.78,5261.71,2905.03
2019-04-22,188.876,730,264.78,5234.3,2907.97
2019-04-23,188.876,730,264.78,5217.07,2933.68
2019-04-24,188.876,730,264.78,5201.44,2927.25
2019-04-25,188.876,730,264.78,5170.42,2926.17
2019-04-26,188.876,730,264.78,5191.7,2939.88
2019-04-29,188.876,730,264.78,5169.86,2943.03
2019-04-30,188.876,730,264.78,5187.1,2945.83
2019-05-02,188.876,730,264.78,5141.58,2917.52
2019-05-03,188.876,730,264.78,5132.32,2945.64
2019-05-06,188.876,730,264.78,5124.21,2932.47
2019-05-07,188.876,730,264.78,5078.64,2884.05
2019-05-08,188.876,725,264.78,5060.47,2879.42
2019-05-09,188.876,720,264.78,5045.54,2870.72
2019-05-10,188.876,720,264.78,5050.57,2881.4
2019-05-13,188.876,690,264.78,4970.01,2811.87
2019-05-14,188.876,690,264.78,5018.93,2834.41
2019-05-15,188.876,690,264.78,5005.24,2850.96
2019-05-16,188.876,690,264.78,4977.75,2876.32
2019-05-17,188.876,690,264.78,4925.58,2859.53
2019-05-20,188.876,690,264.78,4914.48,2840.23
2019-05-22,188.876,730,264.78,4920.89,2856.27
2019-05-23,172.195,730,264.78,4893.89,2822.24
2019-05-24,172.195,730,264.78,4881.47,2826.06
2019-05-27,172.195,730,264.78,4850.38,NA
2019-05-28,172.195,730,264.78,4798.35,2802.39
2019-05-29,172.195,730,264.78,4876.72,2783.02
2019-05-30,172.195,730,264.78,4934.41,2788.86
2019-05-31,172.195,730,264.78,4977.09,2752.06
2019-06-03,172.195,730,264.78,5013.66,2744.45
2019-06-04,172.195,730,264.78,5005.39,2803.27
2019-06-05,172.195,730,264.78,4957.45,2826.15
2019-06-06,172.195,730,264.78,4926.98,2843.49
2019-06-07,172.195,730,250,4951.13,2873.34
2019-06-10,172.195,730,250,5018.99,2886.73
2019-06-11,172.195,730,239.91,5069.23,2885.72
2019-06-12,172.195,727.99,239.91,5067.85,2879.84
2019-06-13,172.195,727.99,239.91,5071.77,2891.64
2019-06-14,172.195,727.99,239.91,5058.88,2886.98
2019-06-17,172.195,727.99,239.91,5024.92,2889.67
2019-06-18,172.195,699.99,239.91,5040.57,2917.75
2019-06-19,172.195,584.01,239.91,5033.6,2926.46
2019-06-20,172.195,727.99,239.91,5060.72,2954.18
2019-06-21,172.195,689.99,239.91,5060,2950.46
2019-06-24,172.195,690,239.91,5090.65,2945.35
2019-06-25,172.195,690,239.91,5098.18,2917.38
2019-06-26,172.195,690,239.91,5083.55,2913.78
2019-06-27,172.195,690,239.91,5074.03,2924.92
2019-06-28,172.195,690,239.91,5070.72,2941.76
2019-07-01,172.195,690,239.91,5062.9,2964.33
2019-07-02,172.195,689.94,239.91,5009.72,2973.01
2019-07-03,172.195,689.94,239.91,5054.95,2995.82
2019-07-04,172.195,689.94,239.91,5054.87,NA
2019-07-05,172.195,689.94,239.91,5075.73,2990.41
2019-07-08,172.195,689.94,239.91,5066.69,2975.95
2019-07-09,172.195,689.94,239.91,5054.21,2979.63
2019-07-10,172.195,689.94,239.91,5073.48,2993.07
2019-07-11,172.195,689.94,239.91,5074.88,2999.91
2019-07-12,172.195,690.9,239.91,5068.41,3013.77
2019-07-15,172.195,689.94,239.91,5076.43,3014.3
2019-07-17,172.195,689.94,239.91,5050.75,2984.42
2019-07-18,172.195,680,239.91,5041.09,2995.11
2019-07-19,172.195,729,239.91,5052.72,2976.61
2019-07-22,172.195,680,239.91,5032.09,2985.03
2019-07-23,172.195,680,239.91,4997.63,3005.47
2019-07-24,172.195,680,239.91,4969.33,3019.56
2019-07-25,172.195,680,239.91,4992.75,3003.67
2019-07-26,172.195,680,239.91,4981.09,3025.86
2019-07-29,172.195,680,239.91,5000.71,3020.97
2019-07-30,172.195,680,239.91,5001.1,3013.18
2019-07-31,172.195,680,239.91,4972.36,2980.38
2019-08-01,172.195,680,239.91,4940.81,2953.56
2019-08-02,172.195,680,239.91,4885.29,2932.05
2019-08-05,172.195,679,239.91,4780.39,2844.74
